Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
STR_RPL_UMP45_D,Selective-fire submachine gun fed from a detachable magazine. High caliber makes up for slower fire rate. Uses .45 ACP rounds.,Selective-fire submachine gun fed from a detachable magazine. High caliber makes up for slower fire rate. Uses .45 ACP rounds.,Samopal s možností volby režimu střelby. Munice dodávána odnímatelným zásobníkem. Velká ráže kompenzuje nižší kadenci. Používá munici .45 ACP,Maschinenpistole mit selektivem Feuer und abnehmbarem Magazin. Das große Kaliber kompensiert die langsame Feuergeschwindigkeit. Nutzt .45 ACP-Munition.,Пистолет-пулемет с переводчиком режимов огня и съемным магазином. Высокий калибр компенсирует более низкий темп стрельбы. Использует патроны калибра .45 ACP.,Pistolet maszynowy z przełącznikiem ognia i magazynkiem zewnętrznym. Duży kaliber rekompensuje małą szybkostrzelność. Strzela amunicją .45 ACP.,Selective-fire submachine gun fed from a detachable magazine. High caliber makes up for slower fire rate. Uses .45 ACP rounds.,Mitra con selettore di fuoco e alimentazione mediante un caricatore estraibile. L’elevato calibro compensa il lento tasso di fuoco. Utilizza munizioni calibro .45 ACP.,"Metralleta de fuego selectivo, alimentada por un cargador desmontable. Su alto calibre provoca que la cadencia de tiro sea más lenta. Usa proyectiles de .45 ACP.",Un pistolet mitrailleur avec différents modes de tir et chargeur amovible. La puissance du calibre .45 ACP compense la faible cadence de tir.,可選射擊模式的機關槍，以可拆卸的彈匣供彈。高口徑火力彌補了開火速度較慢這一缺點。使用 .45 ACP 子彈。,取り外し可能なマガジンから装填する、セレクティブファイア機能の短機関銃。連射性能は低い分、大口径。.45 ACP 弾薬を使う。,Selective-fire submachine gun fed from a detachable magazine. High caliber makes up for slower fire rate. Uses .45 ACP rounds.,从可拆弹匣送弹的选射冲锋枪。大口径弥补了射速慢的不足。使用 .45 ACP 子弹。,
STR_RPL_VSS,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,VSS Vintorez,
STR_RPL_VSS_D_Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,VSS Vintorez Green,
STR_RPL_VSS_D_Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,VSS Vintorez Black,
STR_RPL_VSS_D,"Selective-fire integrally suppressed marksman rifle, fed from a detachable magazine. Compatible with AK scopes. Uses 9x39mm rounds.","Selective-fire integrally suppressed marksman rifle, fed from a detachable magazine. Compatible with AK scopes. Uses 9x39mm rounds.",Ostrostřelecká puška s integrovaným tlumičem a možností volby režimu střelby. Munice dodávána odnímatelným zásobníkem. Kompatibilní s optikami na AK. Používá munici 9x39 mm.,"Scharfschützengewehr mit selektivem Feuer, integriertem Schalldämpfer und abnehmbarem Magazin. Kompatibel mit AK-Zielvisieren. Nutzt 9x39mm-Munition.","Снайперская винтовка с переводчиком режимов огня, интегрированным глушителем и съемным магазином. Совместима с прицелами системы КА. Использует патроны калибра 9x39 мм.","Karabin precyzyjny z wbudowanym tłumikiem, przełącznikiem ognia i magazynkiem zewnętrznym. Kompatybilny z lunetami celowniczymi AK. Strzela amunicją 9x39 mm.","Selective-fire integrally suppressed marksman rifle, fed from a detachable magazine. Compatible with AK scopes. Uses 9x39mm rounds.",Fucile da tiratore scelto completamente silenziato con selettore di fuoco e alimentazione mediante un caricatore estraibile. Compatibile con i mirini AK. Utilizza munizioni calibro 9x39 mm.,Fusil de tirador de fuego selectivo completamente silenciado y alimentado por un cargador desmontable. Compatible con miras AK. Usa proyectiles de 9x39 mm.,"Un fusil de précision totalement silencieux avec sélecteur de tir, accueillant un chargeur amovible de calibre 9x39 mm. Compatible avec les lunettes pour AK.",可選射擊模式、內部消音的射手步槍，以可拆卸的彈匣供彈。兼容 AK 瞄鏡。使用 9x39mm 子彈。,取り外し可能なマガジンから装填する、セレクティブファイア機能付き消音マークスマンライフル。AK スコープと互換性がある。9x39mm 弾薬を使う。,"Selective-fire integrally suppressed marksman rifle, fed from a detachable magazine. Compatible with AK scopes. Uses 9x39mm rounds.",从可拆卸弹匣送弹的整合式声音抑制选射精确射击步枪。与 AK 瞄准镜兼容。使用 9x39 毫米子弹。,
STR_RPL_Winchester70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,Winchester Model 70,M70 Tundra,Winchester Model 70,M70 ツンドラ,Winchester Model 70,Winchester Model 70,
STR_RPL_Winchester70_D,"Five shot bolt-action hunting rifle, fed from an internal magazine. Reliability and high performance of a proven design. Uses .308 WIN rounds.","Five shot bolt-action hunting rifle, fed from an internal magazine. Reliability and high performance of a proven design. Uses .308 WIN rounds.",Pětiranná opakovací lovecká puška. Munice dodávána vnitřním zásobníkem. Je to spolehlivý a výkonný model prověřený roky používání. Používá munici .308 WIN.,5-Schuss-Repetier-Jagdgewehr mit internem Magazin. Ein verlässliches und bewährtes Design. Nutzt .308 WIN-Munition.,"Пятизарядная винтовка со скользящим затвором и внутренним магазином. Проверенный дизайн, отличающийся особой надежностью. Использует патроны калибра .308 WIN.","Pięciostrzałowy, samopowtarzalny karabin myśliwski z magazynkiem wewnętrznym. Niezawodność, osiągi i sprawdzony design. Strzela amunicją .308 Win.","Five shot bolt-action hunting rifle, fed from an internal magazine. Reliability and high performance of a proven design. Uses .308 WIN rounds.","Fucile da caccia a otturatore girevole-scorrevole da cinque colpi con caricatore interno. Affidabile e dal design collaudato, offre prestazioni elevate. Utilizza munizioni calibro .308 WIN.",Fusil de caza de cerrojo de cinco tiros. Se alimenta de un cargador interno. Su diseño es de calidad y se muestra fiable y de alto rendimiento. Usa proyectiles de .308 WIN.,Un fusil à verrou de calibre .308 Win avec chargeur fixe à cinq coups. Une conception fiable et performante.,栓動狩獵步槍，可容納五發子彈，以內建彈匣供彈。經過實證，相當耐用且性能優異。使用 .308 WIN 子彈。,内部マガジンから装填する 5 発ボルトアクション方式狩猟用ライフル。実績のあるデザインの信頼性と高い性能。.308 WIN 弾薬を使う。,"Five shot bolt-action hunting rifle, fed from an internal magazine. Reliability and high performance of a proven design. Uses .308 WIN rounds.",五发栓式猎枪，从内置弹匣送弹。其设计经过实践检验，可可靠性和性能具佳。使用 .308 WIN 子弹。,
STR_RPL_Colt1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,Colt 1911,
STR_RPL_Colt1911_D,"Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Almost a century-old design, it can still hold its own in a fight. Uses .45 ACP rounds.",
STR_RPL_Engraved1911,Engraved Colt 1911,Engraved Colt 1911,Colt 1911 s rytinou,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,Engraved Colt 1911,
STR_RPL_Engraved1911_D,"Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. This variant had been engraved by an unknown artist. Uses .45 ACP rounds.",
STR_RPL_CZ75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,CZ-75,
STR_RPL_CZ75_D,"Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.","Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.",Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Díky dobré kvalitě a dostupné ceně je to velmi oblíbená zbraň. Používá munici 9x19 mm.,Halbautomatische Pistole mit abnehmbarem Magazin. Beliebt aufgrund ihrer guten Qualität und Erschwinglichkeit. Nutzt 9x19mm-Munition.,Полуавтоматический пистолет со съемным магазином. Популярен благодаря хорошему качеству и доступной цене. Использует патроны калибра 9x19 мм.,Półautomatyczny pistolet z zewnętrznym magazynkiem. Popularny ze względu na stosunek ceny do jakości. Strzela amunicją 9x19 mm.,"Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.",Pistola semiautomatica con alimentazione a caricatore estraibile. Popolare grazie alla buona qualità e al prezzo accessibile. Utilizza munizioni calibro 9x19 mm.,Pistola semiautomática que usa un cargador desmontable. Popular debido a su buena calidad y a su precio asequible. Usa proyectiles de 9x19 mm.,Un pistolet semi-automatique avec chargeur amovible de calibre 9x19 mm. Populaire en raison de son rapport qualité/prix avantageux.,半自動式手槍，以可拆卸的彈匣供彈。因為品質優良且價格低廉而廣受歡迎。使用 9x19mm 子彈。,取り外し可能なマガジンから装填する、セミオート式ピストル。良質でお手頃価格なため人気。9x19mm 弾薬を使う。,"Semi-automatic pistol, fed from a detachable magazine. Popular due to good quality and affordable price. Uses 9x19mm rounds.",从可拆卸弹匣送弹的半自动手枪。因物美价廉而深受欢迎。使用 9x19mm 子弹。,
STR_RPL_DE,Golden Desert Eagle,Golden Desert Eagle,Zlatý Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,Golden Desert Eagle,
STR_RPL_DE_D,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,Ludicrously large pistol coated in real gold. Bored for .357 Magnum.,
STR_RPL_FNX45,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,FNX-45 Tactical,
STR_RPL_FNX45_D,"Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.","Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.",Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Vyrobeno v taktické variantě. Používá munici .45 ACP.,Halbautomatische Pistole mit abnehmbarem Magazin in taktischer Variante. Nutzt .45 ACP-Munition.,Полуавтоматический пистолет со съемным магазином. Тактическая модификация. Использует патроны калибра .45 ACP.,Półautomatyczny pistolet z zewnętrznym magazynkiem. Wersja taktyczna. Strzela amunicją .45 ACP.,"Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.",Pistola semi-automatica con alimentazione mediante un caricatore estraibile. Realizzata nella variante tattica. Utilizza munizioni calibro .45 ACP.,"Pistola semiautomática, alimentada por un cargador desmontable. Tiene una variante táctica. Usa proyectiles de .45 ACP.",Un pistolet semi-automatique avec chargeur amovible de calibre .45 ACP. Disponible en variante tactique.,半自動式手槍，以可拆卸的彈匣供彈。戰術型態。使用 .45 ACP 子彈。,取り外し可能なマガジンから装填する、セミオート式ピストル。戦略バリエーションで作られている。.45 ACP 弾薬を使う。,"Semi-automatic pistol, fed from a detachable magazine. Made in tactical variant. Uses .45 ACP rounds.",从可拆卸弹匣送弹的半自动手枪。战术型。使用 .45 ACP 子弹。,
STR_RPL_Glock19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,Glock 19,
STR_RPL_Glock19_D,"Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.",Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Díky kompaktním rozměrům a dostupné ceně je to velmi oblíbená zbraň. Používá munici 9x19 mm.,Halbautomatische Pistole mit abnehmbarem Magazin. Beliebt aufgrund ihrer guten Qualität und Erschwinglichkeit. Nutzt 9x19mm-Munition.,Полуавтоматический пистолет со съемным магазином. Популярен благодаря своей компактности и доступной цене. Использует патроны калибра 9x19 мм.,"Półautomatyczny pistolet z zewnętrznym magazynkiem. Niedrogi i małych rozmiarów, cieszy się dużą popularnością. Strzela amunicją 9x19 mm.","Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.","Pistola semiautomatica con alimentazione mediante un caricatore estraibile. Conveniente e compatta, è molto popolare. Utilizza munizioni calibro 9x19 mm.",Pistola semiautomática que usa un cargador desmontable. Muy popular gracias a su precio y a su tamaño compacto. Usa proyectiles de 9x19 mm.,Un pistolet semi-automatique avec chargeur amovible. Il est très populaire en raison de son excellent rapport qualité/prix. Il utilise des balles de calibre 9x19 mm.,半自動式手槍，以可拆卸的彈匣供彈。因為價格低廉且結構小巧而廣受歡迎。使用 9x19mm 子彈。,取り外し可能なマガジンから装填する、セミオート式ピストル。良質でお手頃価格なため人気。9x19mm 弾薬を使う。,"Semi-automatic pistol, fed from a detachable magazine. Affordable and compact, it's very popular. Uses 9x19mm rounds.",从可拆卸弹匣送弹的半自动手枪。价格便宜，小巧便携，广受欢迎。使用 9x19 毫米子弹。,
STR_RPL_LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,LongHorn,ロングホーン,LongHorn,LongHorn,
STR_RPL_LongHorn_D,Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.,Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.,Jednoranná lámací lovecká pistole. Odolná a přesná i na velké vzdálenosti. Používá munici .308 WIN.,Einzelschuss-Kipplauf-Jagdpistole. Stabil und genau auf große Distanzen. Nutzt .308 WIN-Munition.,Однозарядный охотничий пистолет с переломным затвором. Надежный и меткий на больших расстояниях. Использует патроны калибра .308 WIN.,"Jednostrzałowy, łamany pistolet myśliwski. Wytrzymały i celny nawet na większych dystansach. Strzela amunicją .308 Win.",Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.,"Pistola da caccia a canna basculante e colpo singolo, robusta e precisa su lunghe distanze. Utilizza munizioni calibro .308 WIN.",Pistola de caza de cañón basculante y un solo disparo. Férrea y precisa a larga distancia. Usa proyectiles de .308 WIN.,"Pistolet de chasse à tir unique de calibre .308 Win. Solide, il reste précis sur de grandes distances.",單發中折式狩獵手槍。相當耐用，在長距離時非常準確。使用 .308 WIN 子彈。,単発中折式狩猟用ピストル。頑丈で長距離でも正確。.308 WIN 弾薬を使う。,Single shot break action hunting pistol. Sturdy and accurate at long ranges. Uses .308 WIN rounds.,单发折管式狩猎手枪。结实耐用，远程射击准确。使用 .308 WIN 子弹。,
STR_RPL_MKII,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,Amphibia S,
STR_RPL_MKII_D,"Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.","Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.",Poloautomatická pistole s integrovaným tlumičem. Munice dodávána odnímatelným zásobníkem. Jedná se o nenápadnou a na krátkou vzdálenost smrtelnou zbraň. Používá munici .22 LR.,Halbautomatische Pistole mit integriertem Schalldämpfer und abnehmbarem Magazin. Leise und tödlich auf kurze Distanz. Nutzt .22 LR-Munition.,Полуавтоматический пистолет с интегрированным глушителем и съемным магазином. Скрытный и смертельно опасный на близком расстоянии. Использует патроны 22LR.,Półautomatyczny pistolet z wbudowanym tłumikiem i magazynkiem zewnętrznym. Cichy i zabójczy na krótkim dystansie. Strzela amunicją .22 LR.,"Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.",Pistola semi-automatica completamente silenziata e alimentata mediante un caricatore estraibile. Arma furtiva e letale a corto raggio. Utilizza munizioni calibro .22 LR.,"Pistola semiautomática y completamente silenciada, que usa un cargador desmontable. Sigilosa y letal a corta distancia. Usa proyectiles .22 LR.","Pistolet semi-automatique avec silencieux, alimenté grâce à un magazine amovible. Discret et létal à courte portée. Utilise des balles de calibre .22LR.",內部消音的半自動式手槍，以可拆卸的彈匣供彈。隱蔽性強，殺傷距離短。使用 .22LR 子弹。,取り外し可能なマガジンから装填する、セミオート式消音ピストル。ステルス性と近距離においての高い殺傷能力がある。.22 LR 弾薬を使う。,"Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.",从可拆卸弹匣送弹的整合式声音抑制半自动手枪。隐蔽性强，杀伤距离短。使用 .22LR 子弹。,
STR_RPL_P1,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,P1 Pistol,
STR_RPL_P1_D,"P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.","P1 was the first locked-breech pistol to use a double-action/single-action. The shooter can chamber a round, use the de-cocking lever to safely lower the hammer without firing the round and carry the weapon loaded.",
STR_RPL_MakarovPB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,6P9 Makarov PB,
STR_RPL_MakarovPB_D,"A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.","A compact, easy to operate, and highly accurate, suppressed pistol which was based on the Makarov pistol design.",
STR_RPL_MakarovIJ70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,ИЖ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,Makarov IJ-70,
STR_RPL_MakarovIJ70_D,"Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.","Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.",Poloautomatická pistole. Munice dodávána odnímatelným zásobníkem. Masově vyráběna. Používá standardní munici .380 Auto.,"Halbautomatische Pistole mit abnehmbarem Magazin, die in Massenfertigung hergestellt wird. Nutzt standardisierte .380 Automatik-Munition.",Полуавтоматический пистолет со съемным магазином. Производится в больших количествах. Использует стандартные патроны .380 Auto.,Półautomatyczny pistolet z zewnętrznym magazynkiem. Produkowany masowo. Strzela standardową amunicją .380.,"Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.",Pistola semi-automatica con alimentazione mediante un caricatore estraibile. Prodotta in grandi quantità. Utilizza munizioni calibro .380 Auto.,Pistola semiautomática que usa un cargador desmontable. Se fabrica de manera industrial y usa proyectiles básicos de .380.,Un pistolet semi-automatique avec chargeur amovible de calibre 380 ACP. Arme très commune.,半自動式手槍，以可拆卸的彈匣供彈。大量生產的成品。使用 .380 標準自動子彈。,取り外し可能なマガジンから装填する、セミオート式ピストル。大量生産された。標準の .380 オート弾薬を使う。,"Semi-automatic pistol, fed from a detachable magazine. Produced in large quantities. Uses standard .380 Auto rounds.",从可拆卸弹匣送弹的半自动手枪。大量生产。使用标准的 .380 子弹。,
STR_RPL_Izh43Shotgun,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,IZh-43,
